292.1969,291.1004,284.2103,261.319,220.6449,207.5685,192.7218,175.0269,152.5624,123.2749,88.10242,53.77013,28.13152,13.10175,5.658269,2.311938,0.8789106,0.2776888,0.02566443,-0.08239539,-0.1317299,-0.1572894,-0.1732896,-0.1854785,-0.1961689,-0.2062868,-0.2162006,-0.2260557,-0.2359083,-0.2457793,-0.2556759,-0.2655997,-0.2755502,-0.2855264,-0.2955269,-0.3055505,-0.3155958,-0.3256616,-0.3357469,-0.3458507,-0.3559719,-0.3661098,-0.3762634,-0.3864321,-0.3966151
310.7719,295.4218,245.532,182.0938,123.5593,110.5519,98.26485,86.67074,75.69383,65.20287,55.01833,44.95748,34.94782,25.20948,16.38984,9.381517,4.718161,2.136063,0.8996287,0.359065,0.1339218,0.04220373,0.004979877,-0.01039754,-0.01711113,-0.02041242,-0.02237571,-0.02381563,-0.02505079,-0.02620554,-0.02732843,-0.02843848,-0.02954322,-0.03064574,-0.03174735,-0.03284865,-0.03394997,-0.0350515,-0.03615336,-0.03725564,-0.03835839,-0.03946168,-0.04056553,-0.04166997,-0.04277501
358.1477,357.7576,356.7573,353.7297,342.7906,336.7488,328.1672,316.0834,299.3757,276.912,247.8235,211.9338,170.3465,126.0359,83.9208,49.49365,25.93029,12.34603,5.479436,2.281368,0.8544963,0.2274686,-0.05131326,-0.1817571,-0.2499911,-0.2924959,-0.3245341,-0.3524241,-0.3787544,-0.4045717,-0.4302911,-0.4560707,-0.4819654,-0.5079898,-0.5341428,-0.5604178,-0.5868068,-0.6133018,-0.6398952,-0.6665802,-0.6933503,-0.7202,-0.747124,-0.7741177,-0.8011767
298.2641,298.2605,298.2498,298.2197,298.1549,298.1293,298.0939,298.0366,297.9288,297.7001,297.1813,295.9692,293.1465,286.8332,273.9791,251.6495,219.9964,183.2939,147.1464,115.3747,88.89334,65.89956,42.12188,10.89192,-34.55088,-94.3473,-158.6416,-214.8558,-255.8479,-281.5265,-296.1421,-304.4687,-309.723,-313.577,-316.7992,-319.729,-322.5186,-325.2413,-327.9359,-330.6264,-333.3299,-336.0597,-338.8271,-341.6421,-344.5141
165.2799,158.5282,137.9425,114.4377,94.36828,90.07124,86.05819,82.31499,78.82157,75.55008,72.45891,69.47722,66.46928,63.15776,58.98119,52.92833,43.72217,31.1534,17.8033,7.425512,1.275845,-1.812906,-3.296491,-4.061591,-4.528059,-4.874799,-5.174647,-5.456643,-5.732234,-6.005889,-6.279327,-6.553189,-6.827696,-7.102908,-7.378822,-7.655414,-7.932653,-8.210504,-8.488937,-8.767922,-9.047431,-9.327436,-9.607914,-9.888842,-10.1702
208.3408,200.6325,181.2108,153.0441,124.7016,118.2383,112.0594,106.1334,100.4028,94.78693,89.18997,83.51514,77.68442,71.65443,65.41667,58.9743,52.29095,45.20396,37.3044,27.8675,16.09813,1.83395,-13.95945,-29.61581,-43.63075,-55.23313,-64.47849,-71.9365,-78.26022,-83.93973,-89.27111,-94.41325,-99.44607,-104.4083,-109.3181,-114.1835,-119.0073,-123.7898,-128.5295,-133.2238,-137.8691,-142.4607,-146.9927,-151.4575,-155.8459
153.7904,144.8442,126.8613,107.5036,89.78941,85.76321,81.91884,78.26219,74.7966,71.52272,68.43844,65.53889,62.81651,60.26109,57.85976,55.59663,53.45201,51.40103,49.41168,47.44295,45.44475,43.36244,41.14751,38.77098,36.23119,33.54967,30.75578,27.86365,24.84001,21.56177,17.79437,13.32693,8.397035,3.901837,0.671325,-1.242509,-2.278781,-2.856949,-3.224099,-3.499471,-3.735713,-3.955167,-4.167161,-4.375579,-4.582054
255.2089,255.0086,254.3734,252.1232,243.8466,239.489,233.3751,224.6197,211.8866,193.5472,168.4146,136.9121,101.8183,67.77547,39.59576,20.13149,9.010961,3.610011,1.251442,0.2727621,-0.1302933,-0.3025869,-0.3840898,-0.4302189,-0.4626571,-0.4898355,-0.5150201,-0.5394724,-0.5636779,-0.5878226,-0.6119769,-0.6361665,-0.6604,-0.6846794,-0.7090041,-0.7333728,-0.7577837,-0.782235,-0.8067249,-0.8312518,-0.8558139,-0.8804097,-0.9050378,-0.9296969,-0.9543854
262.7957,262.793,262.7851,262.7588,262.6639,262.6131,262.5416,262.4407,262.2974,262.093,261.7993,261.3734,260.7483,259.8149,258.3876,256.1369,252.4595,246.2521,235.6284,217.9301,190.8593,154.8597,114.3607,75.78749,44.24354,21.65763,7.080149,-1.793701,-7.218203,-10.78644,-13.43362,-15.64906,-17.6707,-19.60888,-21.51321,-23.40551,-25.29526,-27.18652,-29.08104,-30.97953,-32.88227,-34.78934,-36.70071,-38.61633,-40.5361
158.1736,158.1689,158.146,157.881,153.6229,150.2756,145.6683,139.9843,133.5095,126.5144,119.1997,111.6732,103.9128,95.66708,86.21279,73.86758,55.39554,26.65447,-12.89109,-55.11271,-88.97165,-110.7665,-123.3955,-130.7047,-135.2,-138.1978,-140.3527,-141.996,-143.3053,-144.3825,-145.2904,-146.0699,-146.7492,-147.3485,-147.8826,-148.3626,-148.7975,-149.1938,-149.5571,-149.8917,-150.2013,-150.4889,-150.757,-151.0077,-151.2427
